plot_id;tokeep_NEF;alternative_plot_id;site_id;site_name;habitat;habitat_simple;project;seq_run;fg_soil_project;latitude;longitude;altitude;eDNA_sequence_data_available;phys_chem_data_available;phys_chem_patches_analyzed;clay;silt;sand;pH;TN;OC;CN;AP
BUG-1791;no;BUG_1791;URB_MAT;Matoury;Schoolyard;Urban Area;BUG;BUG;yes;4.889.563.084;-5.233.669.662;12;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1792;no;BUG_1792;URB_MAT;Matoury;Schoolyard;Urban Area;BUG;BUG;yes;4.889.563.084;-5.233.669.662;12;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1793;no;BUG_1793;URB_MAT;Matoury;Schoolyard;Urban Area;BUG;BUG;yes;4.889.563.084;-5.233.669.662;12;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1794;no;BUG_1794;URB_MAT;Matoury;Schoolyard;Urban Area;BUG;BUG;yes;4.889.563.084;-5.233.669.662;12;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1795;no;BUG_1795;URB_MAT;Matoury;Schoolyard;Urban Area;BUG;BUG;yes;4.889.563.084;-5.233.669.662;12;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1796;no;BUG_1796;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;489.440.012;-5.227.550.125;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1797;no;BUG_1797;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;4.907.000.065;-5.228.419.876;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1798;no;BUG_1798;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;4.911.399.841;-5.229.029.846;22;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1799;no;BUG_1799;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.940.831.661;-5.233.343.887;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1800;no;BUG_1800;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.940.831.661;-5.233.343.887;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1801;no;BUG_1801;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.940.831.661;-5.233.343.887;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1802;no;BUG_1802;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.940.831.661;-5.233.343.887;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1803;no;BUG_1803;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.940.831.661;-5.233.343.887;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1804;no;BUG_1804;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.940.831.661;-5.233.343.887;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1805;no;BUG_1805;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.940.831.661;-5.233.343.887;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1806;no;BUG_1806;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.940.831.661;-5.233.343.887;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1807;no;BUG_1807;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.940.831.661;-5.233.343.887;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1808;no;BUG_1808;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.940.831.661;-5.233.343.887;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1809;no;BUG_1809;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.940.831.661;-5.233.343.887;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1810;no;BUG_1810;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.940.831.661;-5.233.343.887;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1811;no;BUG_1811;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.940.831.661;-5.233.343.887;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1812;no;BUG_1812;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.940.831.661;-5.233.343.887;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1813;no;BUG_1813;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.940.831.661;-5.233.343.887;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1814;no;BUG_1814;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.940.831.661;-5.233.343.887;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1815;no;BUG_1815;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.940.001.011;-5.233.159.637;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1816;no;BUG_1816;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.937.654.018;-5.233.696.747;32;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1817;no;BUG_1817;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.943.760.872;-5.233.211.136;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1818;no;BUG_1818;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.938.839.912;-5.233.356.094;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1819;no;BUG_1819;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.939.501.762;-5.233.506.775;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1820;no;BUG_1820;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;494.032.383;-523.337.822;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1821;no;BUG_1821;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.939.501.762;-5.233.506.775;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1822;no;BUG_1822;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.943.805.218;-5.233.218.384;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1823;no;BUG_1823;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.939.990.997;-5.233.176.422;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1824;no;BUG_1824;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;49.434.762;-5.233.153.534;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1825;no;BUG_1825;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.936.200.142;-5.233.438.492;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1826;no;BUG_1826;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.936.743.259;-5.233.752.441;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1827;no;BUG_1827;URB_CAY;Cayenne;Urban green space;Urban Area;BUG;BUG;yes;4.945.665.836;-5.232.555.389;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1828;no;BUG_1828;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;4.894.114.971;-5.227.713.394;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1829;no;BUG_1829;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;492.000.103;-5.231.166.458;18;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1830;no;BUG_1830;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;4.892.811.775;-5.227.348.328;9;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1831;no;BUG_1831;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;488.658.905;-5.229.883.957;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1832;no;BUG_1832;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;4.886.682.034;-5.229.998.398;14;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1833;no;BUG_1833;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;4.888.298.035;-5.229.449.463;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1834;no;BUG_1834;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;4.886.027.813;-5.228.128.433;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1835;no;BUG_1835;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;4.894.230.843;-5.227.510.071;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1836;no;BUG_1836;URB_MAR;Maripasoula;Garden;Urban Area;BUG;BUG;yes;3.298.538.685;-5.407.128.525;110;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1837;no;BUG_1837;URB_MAR;Maripasoula;Garden;Urban Area;BUG;BUG;yes;3.299.655.199;-5.407.191.086;110;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1838;no;BUG_1838;URB_MAR;Maripasoula;Garden;Urban Area;BUG;BUG;yes;329.654.932;-5.407.188.416;113;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1839;no;BUG_1839;URB_MAR;Maripasoula;Garden;Urban Area;BUG;BUG;yes;329.714.942;-5.407.152.557;113;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1840;no;BUG_1840;URB_MAR;Maripasoula;Garden;Urban Area;BUG;BUG;yes;3.302.829.981;-540.612.793;113;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1841;no;BUG_1841;URB_MAR;Maripasoula;Garden;Urban Area;BUG;BUG;yes;3.295.141.935;-5.407.298.279;114;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1842;no;BUG_1842;URB_MAR;Maripasoula;Garden;Urban Area;BUG;BUG;yes;3.298.365.116;-540.641.861;133;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1843;no;BUG_1843;URB_MAR;Maripasoula;Garden;Urban Area;BUG;BUG;yes;3.300.623.894;-5.407.271.957;110;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1844;no;BUG_1844;URB_MAR;Maripasoula;Garden;Urban Area;BUG;BUG;yes;329.761.529;-5.407.012.558;113;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1845;no;BUG_1845;URB_MAR;Maripasoula;Garden;Urban Area;BUG;BUG;yes;3.297.315.121;-5.407.048.416;114;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1846;no;BUG_1846;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1847;no;BUG_1847;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1848;no;BUG_1848;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;4.935.604.095;-5.230.566.788;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1849;no;BUG_1849;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.940.690.994;-5.232.999.039;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1850;no;BUG_1850;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1851;no;BUG_1851;URB_MAC;Macouria;Garden;Urban Area;BUG;BUG;yes;4.984.893.799;-5.248.796.844;12;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1852;no;BUG_1852;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1853;no;BUG_1853;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1854;no;BUG_1854;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.939.990.044;-523.306.427;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1855;no;BUG_1855;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.901.059.151;-523.477.478;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1856;no;BUG_1856;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.928.110.123;-5.230.809.402;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1857;no;BUG_1857;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1858;no;BUG_1858;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.946.622.372;-5.230.135.345;8;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1859;no;BUG_1859;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;49.424.119;-5.232.481.384;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1860;no;BUG_1860;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1861;no;BUG_1861;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1862;no;BUG_1862;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.934.154.034;-5.233.424.759;2;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1863;no;BUG_1863;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;494.375.515;-5.233.205.414;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1864;no;BUG_1864;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.940.559.864;-5.233.005.905;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1865;no;BUG_1865;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.888.887.882;-5.233.782.578;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1866;no;BUG_1866;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.882.709.503;-5.234.490.204;37;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1867;no;BUG_1867;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1868;no;BUG_1868;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.887.960.911;-5.234.160.233;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1869;no;BUG_1869;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;488.739.109;-5.234.242.249;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1870;no;BUG_1870;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.882.711.887;-5.234.287.262;14;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1871;no;BUG_1871;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1872;no;BUG_1872;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.886.067.867;-5.234.215.164;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1873;no;BUG_1873;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1874;no;BUG_1874;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.880.127.907;-5.232.755.661;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1875;no;BUG_1875;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;488.297.987;-5.231.820.679;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1876;no;BUG_1876;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.887.956.142;-5.234.223.557;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1877;no;BUG_1877;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.875.304.222;-5.233.198.547;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1878;no;BUG_1878;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.887.622.833;-5.235.040.665;9;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1879;no;BUG_1879;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.882.853.985;-5.234.498.978;37;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1880;no;BUG_1880;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1881;no;BUG_1881;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;487.621.212;-5.233.265.305;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1882;no;BUG_1882;URB_SLM;Saint-Laurent-du-Maroni;Schoolyard;Urban Area;BUG;BUG;yes;5.505.087.852;-5.402.444.077;1;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1883;no;BUG_1883;URB_PAP;Papaichton;Schoolyard;Urban Area;BUG;BUG;yes;3.813.052.893;-5.414.640.045;113;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1884;no;BUG_1884;URB_PAP;Papaichton;Schoolyard;Urban Area;BUG;BUG;yes;NA;NA;113;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1885;no;BUG_1885;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.934.537.411;-5.229.106.522;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1886;no;BUG_1886;URB_SLM;Saint-Laurent-du-Maroni;Garden;Urban Area;BUG;BUG;yes;5.482.571.125;-5.402.771.759;1;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1908;no;BUG_1908;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;4.873.065.948;-5.227.618.027;18;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1909;no;BUG_1909;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.173.104.763;-5.264.484.024;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1910;no;BUG_1910;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.167.119.026;-5.264.255.142;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1911;no;BUG_1911;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.168.991.089;-5.264.365.768;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1912;no;BUG_1912;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.165.626.049;-5.264.215.469;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1913;no;BUG_1913;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.169.071.198;-5.264.313.507;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1914;no;BUG_1914;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.166.688.919;-5.264.265.823;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1915;no;BUG_1915;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.167.146.206;-526.423.645;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1916;no;BUG_1916;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.173.264.027;-52.646.492;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1917;no;BUG_1917;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1918;no;BUG_1918;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.169.456.005;-5.264.266.968;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1919;no;BUG_1919;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;516.901.207;-5.264.317.322;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1920;no;BUG_1920;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.176.026.821;-5.265.108.109;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1921;no;BUG_1921;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1922;no;BUG_1922;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.159.129.143;-5.266.924.286;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1923;no;BUG_1923;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.176.200.867;-5.265.095.901;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1924;no;BUG_1924;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.894.539.356;-5.227.867.508;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1925;no;BUG_1925;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.894.539.356;-5.227.867.508;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1926;no;BUG_1926;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.894.539.356;-5.227.867.508;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1927;no;BUG_1927;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.894.539.356;-5.227.867.508;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1928;no;BUG_1928;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.894.539.356;-5.227.867.508;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1929;no;BUG_1929;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.894.539.356;-5.227.867.508;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1930;no;BUG_1930;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.894.539.356;-5.227.867.508;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1931;no;BUG_1931;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.894.539.356;-5.227.867.508;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1932;no;BUG_1932;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.894.539.356;-5.227.867.508;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1933;no;BUG_1933;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.894.539.356;-5.227.867.508;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1934;no;BUG_1934;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1935;no;BUG_1935;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1936;no;BUG_1936;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1937;no;BUG_1937;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1938;no;BUG_1938;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1939;no;BUG_1939;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.922.488.213;-5.230.589.676;40;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1940;no;BUG_1940;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.919.957.161;-5.231.171.036;17;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1941;no;BUG_1941;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.925.817.966;-5.231.298.447;11;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1942;no;BUG_1942;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.934.177.876;-5.231.567.764;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1943;no;BUG_1943;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.890.284.061;-5.228.809.357;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1944;no;BUG_1944;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.924.928.188;-5.230.381.775;12;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1945;no;BUG_1945;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.932.113.171;-522.915.802;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1946;no;BUG_1946;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.926.309.109;-5.230.052.185;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1947;no;BUG_1947;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;491.623.497;-5.229.758.835;12;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1948;no;BUG_1948;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1949;no;BUG_1949;URB_CAY;Cayenne;Garden;Urban Area;BUG;BUG;yes;4.923.709.869;-5.231.443.024;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1950;no;BUG_1950;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.764.165.878;-5.232.535.553;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
