plot_id,alternative_plot_id,site_id,site_name,habitat,habitat_simple,project,seq_run,fg_soil_project,latitude,longitude,altitude,eDNA_sequence_data_available,phys_chem_data_available,phys_chem_patches_analyzed,clay,silt,sand,pH,TN,OC,CN,AP  
BUG-1757,BUG_1757,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.908899784,-52.26480103,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1758,BUG_1758,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.887000084,-52.2983017,21,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1759,BUG_1759,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.911600113,-52.26070023,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1760,BUG_1760,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.921700001,-52.28039932,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1761,BUG_1761,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.866399765,-52.2541008,17,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1762,BUG_1762,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.857699871,-52.26499939,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1763,BUG_1763,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.895199776,-52.2737999,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1764,BUG_1764,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.886099815,-52.28480148,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1765,BUG_1765,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.911900043,-52.26369858,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1766,BUG_1766,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.898499966,-52.27173996,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1767,BUG_1767,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.898499966,-52.27173996,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1768,BUG_1768,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.898499966,-52.27173996,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1769,BUG_1769,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.898499966,-52.27173996,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1770,BUG_1770,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.898499966,-52.27173996,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1771,BUG_1771,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.898499966,-52.27173996,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1772,BUG_1772,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.898499966,-52.27173996,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1773,BUG_1773,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.898499966,-52.27173996,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1774,BUG_1774,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.898499966,-52.27173996,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1775,BUG_1775,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.898499966,-52.27173996,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1776,BUG_1776,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.898499966,-52.27173996,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1777,BUG_1777,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.898499966,-52.27173996,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1778,BUG_1778,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.898499966,-52.27173996,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1779,BUG_1779,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.898499966,-52.27173996,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1780,BUG_1780,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.890900135,-52.27619934,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1781,BUG_1781,URB_MAT,Matoury,Schoolyard,Urban Area,BUG,BUG,yes,4.889563084,-52.33669662,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1782,BUG_1782,URB_MAT,Matoury,Schoolyard,Urban Area,BUG,BUG,yes,4.889563084,-52.33669662,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1783,BUG_1783,URB_MAT,Matoury,Schoolyard,Urban Area,BUG,BUG,yes,4.889563084,-52.33669662,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1784,BUG_1784,URB_MAT,Matoury,Schoolyard,Urban Area,BUG,BUG,yes,4.889563084,-52.33669662,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1785,BUG_1785,URB_MAT,Matoury,Schoolyard,Urban Area,BUG,BUG,yes,4.889563084,-52.33669662,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1786,BUG_1786,URB_MAT,Matoury,Schoolyard,Urban Area,BUG,BUG,yes,4.889563084,-52.33669662,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1787,BUG_1787,URB_MAT,Matoury,Schoolyard,Urban Area,BUG,BUG,yes,4.889563084,-52.33669662,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1788,BUG_1788,URB_MAT,Matoury,Schoolyard,Urban Area,BUG,BUG,yes,4.889563084,-52.33669662,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1789,BUG_1789,URB_MAT,Matoury,Schoolyard,Urban Area,BUG,BUG,yes,4.889563084,-52.33669662,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1790,BUG_1790,URB_MAT,Matoury,Schoolyard,Urban Area,BUG,BUG,yes,4.889563084,-52.33669662,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1791,BUG_1791,URB_MAT,Matoury,Schoolyard,Urban Area,BUG,BUG,yes,4.889563084,-52.33669662,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1792,BUG_1792,URB_MAT,Matoury,Schoolyard,Urban Area,BUG,BUG,yes,4.889563084,-52.33669662,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1793,BUG_1793,URB_MAT,Matoury,Schoolyard,Urban Area,BUG,BUG,yes,4.889563084,-52.33669662,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1794,BUG_1794,URB_MAT,Matoury,Schoolyard,Urban Area,BUG,BUG,yes,4.889563084,-52.33669662,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1795,BUG_1795,URB_MAT,Matoury,Schoolyard,Urban Area,BUG,BUG,yes,4.889563084,-52.33669662,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1796,BUG_1796,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.89440012,-52.27550125,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1797,BUG_1797,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.907000065,-52.28419876,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1798,BUG_1798,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.911399841,-52.29029846,22,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1799,BUG_1799,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1800,BUG_1800,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1801,BUG_1801,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1802,BUG_1802,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1803,BUG_1803,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1804,BUG_1804,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1805,BUG_1805,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1806,BUG_1806,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1807,BUG_1807,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1808,BUG_1808,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1809,BUG_1809,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1810,BUG_1810,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1811,BUG_1811,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1812,BUG_1812,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1813,BUG_1813,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1814,BUG_1814,URB_CAY,Cayenne,Schoolyard,Urban Area,BUG,BUG,yes,4.940831661,-52.33343887,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1815,BUG_1815,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.940001011,-52.33159637,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1816,BUG_1816,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.937654018,-52.33696747,32,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1817,BUG_1817,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.943760872,-52.33211136,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1818,BUG_1818,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.938839912,-52.33356094,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1819,BUG_1819,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.939501762,-52.33506775,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1820,BUG_1820,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.94032383,-52.3337822,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1821,BUG_1821,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.939501762,-52.33506775,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1822,BUG_1822,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.943805218,-52.33218384,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1823,BUG_1823,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.939990997,-52.33176422,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1824,BUG_1824,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.9434762,-52.33153534,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1825,BUG_1825,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.936200142,-52.33438492,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1826,BUG_1826,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.936743259,-52.33752441,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1827,BUG_1827,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.945665836,-52.32555389,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1828,BUG_1828,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.894114971,-52.27713394,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1829,BUG_1829,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.92000103,-52.31166458,18,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1830,BUG_1830,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.892811775,-52.27348328,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1831,BUG_1831,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.88658905,-52.29883957,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1832,BUG_1832,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.886682034,-52.29998398,14,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1833,BUG_1833,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.888298035,-52.29449463,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1834,BUG_1834,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.886027813,-52.28128433,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1835,BUG_1835,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.894230843,-52.27510071,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1836,BUG_1836,URB_MAR,Maripasoula,Garden,Urban Area,BUG,BUG,yes,3.298538685,-54.07128525,110,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1837,BUG_1837,URB_MAR,Maripasoula,Garden,Urban Area,BUG,BUG,yes,3.299655199,-54.07191086,110,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1838,BUG_1838,URB_MAR,Maripasoula,Garden,Urban Area,BUG,BUG,yes,3.29654932,-54.07188416,113,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1839,BUG_1839,URB_MAR,Maripasoula,Garden,Urban Area,BUG,BUG,yes,3.29714942,-54.07152557,113,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1840,BUG_1840,URB_MAR,Maripasoula,Garden,Urban Area,BUG,BUG,yes,3.302829981,-54.0612793,113,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1841,BUG_1841,URB_MAR,Maripasoula,Garden,Urban Area,BUG,BUG,yes,3.295141935,-54.07298279,114,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1842,BUG_1842,URB_MAR,Maripasoula,Garden,Urban Area,BUG,BUG,yes,3.298365116,-54.0641861,133,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1843,BUG_1843,URB_MAR,Maripasoula,Garden,Urban Area,BUG,BUG,yes,3.300623894,-54.07271957,110,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1844,BUG_1844,URB_MAR,Maripasoula,Garden,Urban Area,BUG,BUG,yes,3.29761529,-54.07012558,113,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1845,BUG_1845,URB_MAR,Maripasoula,Garden,Urban Area,BUG,BUG,yes,3.297315121,-54.07048416,114,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1846,BUG_1846,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1847,BUG_1847,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1848,BUG_1848,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.935604095,-52.30566788,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1849,BUG_1849,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.940690994,-52.32999039,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1850,BUG_1850,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1851,BUG_1851,URB_MAC,Macouria,Garden,Urban Area,BUG,BUG,yes,4.984893799,-52.48796844,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1852,BUG_1852,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1853,BUG_1853,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1854,BUG_1854,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.939990044,-52.3306427,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1855,BUG_1855,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.901059151,-52.3477478,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1856,BUG_1856,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.928110123,-52.30809402,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1857,BUG_1857,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1858,BUG_1858,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.946622372,-52.30135345,8,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1859,BUG_1859,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.9424119,-52.32481384,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1860,BUG_1860,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1861,BUG_1861,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1862,BUG_1862,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.934154034,-52.33424759,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1863,BUG_1863,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.94375515,-52.33205414,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1864,BUG_1864,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.940559864,-52.33005905,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1865,BUG_1865,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.888887882,-52.33782578,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1866,BUG_1866,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.882709503,-52.34490204,37,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1867,BUG_1867,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1868,BUG_1868,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.887960911,-52.34160233,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1869,BUG_1869,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.88739109,-52.34242249,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1870,BUG_1870,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.882711887,-52.34287262,14,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1871,BUG_1871,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1872,BUG_1872,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.886067867,-52.34215164,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1873,BUG_1873,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1874,BUG_1874,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.880127907,-52.32755661,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1875,BUG_1875,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.88297987,-52.31820679,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1876,BUG_1876,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.887956142,-52.34223557,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1877,BUG_1877,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.875304222,-52.33198547,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1878,BUG_1878,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.887622833,-52.35040665,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1879,BUG_1879,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.882853985,-52.34498978,37,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1880,BUG_1880,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1881,BUG_1881,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.87621212,-52.33265305,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1882,BUG_1882,URB_SLM,Saint-Laurent-du-Maroni,Schoolyard,Urban Area,BUG,BUG,yes,5.505087852,-54.02444077,1,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1883,BUG_1883,URB_PAP,Papaichton,Schoolyard,Urban Area,BUG,BUG,yes,3.813052893,-54.14640045,113,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1884,BUG_1884,URB_PAP,Papaichton,Schoolyard,Urban Area,BUG,BUG,yes,NA,NA,113,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1885,BUG_1885,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.934537411,-52.29106522,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1886,BUG_1886,URB_SLM,Saint-Laurent-du-Maroni,Garden,Urban Area,BUG,BUG,yes,5.482571125,-54.02771759,1,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1908,BUG_1908,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.873065948,-52.27618027,18,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1909,BUG_1909,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.173104763,-52.64484024,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1910,BUG_1910,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.167119026,-52.64255142,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1911,BUG_1911,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.168991089,-52.64365768,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1912,BUG_1912,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.165626049,-52.64215469,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1913,BUG_1913,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.169071198,-52.64313507,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1914,BUG_1914,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.166688919,-52.64265823,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1915,BUG_1915,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.167146206,-52.6423645,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1916,BUG_1916,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.173264027,-52.646492,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1917,BUG_1917,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1918,BUG_1918,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.169456005,-52.64266968,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1919,BUG_1919,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.16901207,-52.64317322,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1920,BUG_1920,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.176026821,-52.65108109,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1921,BUG_1921,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1922,BUG_1922,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.159129143,-52.66924286,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
