PermanentID,location,morrone_biogeoregions_Region,morrone_biogeoregions_Dominio,morrone_biogeoregions_Provincias,climenv_holdridge_class,“”,biogeoregions_Provincias,ND,algal_parasite,animal_endosymbiont,animal_parasite,arbuscular_mycorrhizal,arthropod-associated,dung_saprotroph,ectomycorrhizal,epiphyte,ericoid_mycorrhizal,foliar_endophyte,lichen_parasite,lichenized,litter_saprotroph,moss_symbiont,mycoparasite,nectar/tap_saprotroph,plant_pathogen,pollen_saprotroph,protistan_parasite,root_endophyte,soil_saprotroph,sooty_mold,unspecified,unspecified_pathotroph,unspecified_saprotroph,unspecified_symbiotroph,wood_saprotroph,sample_type,Sum,Count,% ECM per sample,% ECM per sample_OK,,, Hill_q0, Hill_q1,,,,,,,,,,,,,,,,,,,,
GF01005126S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005126S,Trinidad province,88,0,0,7,7,0,1,0,0,0,1,0,0,3,0,1,1,17,0,0,0,16,0,0,0,2,0,9,soil,153,12,0,0,,,12,4.538445,,,,,,,,,,,,,,,,,,,,
GF01005127S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005127S,Trinidad province,53,0,0,1,1,0,0,0,0,0,0,0,0,4,0,1,2,10,0,0,0,12,0,0,0,5,0,6,soil,95,10,0,0,,,10,4.534785,,,,,,,,,,,,,,,,,,,,
GF01005128S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005128S,Trinidad province,43,0,0,3,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,4,soil,70,8,0,0,,,8,3.620958,,,,,,,,,,,,,,,,,,,,
GF01005129S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005129S,Trinidad province,93,0,0,5,9,0,0,0,0,0,1,0,0,7,0,1,0,14,0,0,0,14,0,0,0,5,0,4,soil,153,10,0,0,,,10,4.189794,,,,,,,,,,,,,,,,,,,,
GF01005130S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005130S,Trinidad province,86,0,0,4,12,0,3,0,0,0,1,0,0,4,0,2,0,14,0,0,0,10,0,0,0,2,0,5,soil,143,11,0,0,,,11,4.39219,,,,,,,,,,,,,,,,,,,,
GF01005131S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005131S,Trinidad province,101,0,0,3,6,0,1,0,0,0,3,0,0,4,0,2,0,17,0,0,0,14,0,0,0,7,0,7,soil,165,11,0,0,,,11,4.27543,,,,,,,,,,,,,,,,,,,,
GF01005132S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005132S,Trinidad province,59,0,0,4,18,0,0,0,0,0,1,0,0,10,0,0,1,16,0,0,0,12,0,0,0,4,0,6,soil,131,10,0,0,,,10,5.656711,,,,,,,,,,,,,,,,,,,,
GF01005133S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005133S,Trinidad province,70,0,0,7,3,0,1,0,0,0,1,0,0,5,0,3,1,19,0,0,0,13,0,0,0,2,0,11,soil,136,12,0,0,,,12,5.245961,,,,,,,,,,,,,,,,,,,,
GF01005134S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005134S,Trinidad province,86,0,0,8,6,0,0,0,0,0,1,0,0,3,0,3,4,15,0,0,0,25,0,0,0,6,0,15,soil,172,11,0,0,,,11,5.407781,,,,,,,,,,,,,,,,,,,,
GF01005135S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005135S,Trinidad province,82,0,0,6,16,0,0,0,0,0,2,0,0,10,0,2,0,26,0,0,0,11,1,0,0,5,0,11,soil,172,11,0,0,,,11,5.641843,,,,,,,,,,,,,,,,,,,,
GF01005136S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005136S,Trinidad province,134,0,0,13,7,0,0,0,0,0,1,0,1,7,0,2,1,22,1,0,0,20,0,0,0,4,0,20,soil,233,13,0,0,,,13,4.656802,,,,,,,,,,,,,,,,,,,,
GF01005137S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005137S,Trinidad province,147,0,0,10,10,0,0,0,0,0,1,0,0,6,0,6,2,23,1,0,0,17,0,0,0,3,0,13,soil,239,12,0,0,,,12,4.314633,,,,,,,,,,,,,,,,,,,,
GF01005138S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005138S,Trinidad province,83,0,0,5,9,0,0,0,0,0,0,1,0,7,0,1,3,12,0,0,0,13,0,0,0,3,0,7,soil,144,11,0,0,,,11,4.740005,,,,,,,,,,,,,,,,,,,,
GF01005139S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005139S,Trinidad province,44,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,7,0,0,0,0,0,6,soil,65,8,0,0,,,8,3.208477,,,,,,,,,,,,,,,,,,,,
GF01005140S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005140S,Trinidad province,85,0,0,7,9,0,1,0,0,0,0,0,0,4,0,2,0,27,0,0,0,17,0,0,0,4,0,6,soil,162,10,0,0,,,10,4.760861,,,,,,,,,,,,,,,,,,,,
GF01005141S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005141S,Trinidad province,76,0,0,7,9,0,1,2,1,0,4,0,0,8,0,0,0,21,1,0,0,19,0,0,0,3,0,8,soil,160,13,1.25,1.25,,,13,5.978905,,,,,,,,,,,,,,,,,,,,
GF01005142S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005142S,Trinidad province,129,0,1,14,4,0,0,0,0,0,2,1,0,3,0,5,2,22,0,0,0,24,1,0,0,5,0,19,soil,232,14,0,0,,,14,4.96697,,,,,,,,,,,,,,,,,,,,
GF01005143S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005143S,Trinidad province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005144S,Trinidad,Neotropical,Pacific,Trinidad province,Moist forest,GF01005144S,Trinidad province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005169S,"Georgia, USA",N/A,N/A,N/A,,GF01005169S,N/A,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,9,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005170S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005170S,N/A,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,8,2,87.5,87.5,,,2,1.457569,,,,,,,,,,,,,,,,,,,,
GF01005171S,"Georgia, USA",N/A,N/A,N/A,,GF01005171S,N/A,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,6,3,66.66666667,66.66666667,,,3,2.381102,,,,,,,,,,,,,,,,,,,,
GF01005172S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005172S,N/A,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,7,2,85.71428571,85.71428571,,,2,1.506993,,,,,,,,,,,,,,,,,,,,
GF01005173S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005173S,N/A,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,11,2,90.90909091,90.90909091,,,2,1.356131,,,,,,,,,,,,,,,,,,,,
GF01005174S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005174S,N/A,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,8,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005175S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005175S,N/A,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,10,2,90,90,,,2,1.384145,,,,,,,,,,,,,,,,,,,,
GF01005176S,"Georgia, USA",N/A,N/A,N/A,,GF01005176S,N/A,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,9,2,88.88888889,88.88888889,,,2,1.417411,,,,,,,,,,,,,,,,,,,,
GF01005177S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005177S,N/A,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,root,7,3,57.14285714,57.14285714,,,3,2.60049,,,,,,,,,,,,,,,,,,,,
GF01005178S,"Georgia, USA",N/A,N/A,N/A,,GF01005178S,N/A,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,6,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005179S,"Georgia, USA",N/A,N/A,N/A,,GF01005179S,N/A,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,7,2,85.71428571,85.71428571,,,2,1.506993,,,,,,,,,,,,,,,,,,,,
GF01005180S,"Georgia, USA",N/A,N/A,N/A,,GF01005180S,N/A,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,3,2,66.66666667,66.66666667,,,2,1.889882,,,,,,,,,,,,,,,,,,,,
GF01005181S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005181S,N/A,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,4,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005182S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005182S,N/A,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,root,8,3,62.5,62.5,,,3,2.460233,,,,,,,,,,,,,,,,,,,,
GF01005183S,"Georgia, USA",N/A,N/A,N/A,,GF01005183S,N/A,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,5,2,80,80,,,2,1.649385,,,,,,,,,,,,,,,,,,,,
GF01005184S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005184S,N/A,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,4,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005185S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005185S,N/A,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,8,2,87.5,87.5,,,2,1.457569,,,,,,,,,,,,,,,,,,,,
GF01005186S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005186S,N/A,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,14,2,92.85714286,92.85714286,,,2,1.293457,,,,,,,,,,,,,,,,,,,,
GF01005187S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005187S,N/A,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,11,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005188S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005188S,N/A,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,11,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005189S,"Georgia, USA",N/A,N/A,N/A,,GF01005189S,N/A,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,5,2,80,80,,,2,1.649385,,,,,,,,,,,,,,,,,,,,
GF01005190S,"Georgia, USA",N/A,N/A,N/A,,GF01005190S,N/A,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,3,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005191S,"Georgia, USA",N/A,N/A,N/A,,GF01005191S,N/A,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,6,2,66.66666667,66.66666667,,,2,1.889882,,,,,,,,,,,,,,,,,,,,
GF01005192S,"Georgia, USA",N/A,N/A,N/A,,GF01005192S,N/A,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,5,2,80,80,,,2,1.649385,,,,,,,,,,,,,,,,,,,,
GF01005193S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005193S,N/A,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,7,2,85.71428571,85.71428571,,,2,1.506993,,,,,,,,,,,,,,,,,,,,
GF01005194S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005194S,N/A,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,6,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005195S,"Georgia, USA",N/A,N/A,N/A,,GF01005195S,N/A,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,4,2,75,75,,,2,1.754765,,,,,,,,,,,,,,,,,,,,
GF01005196S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005196S,N/A,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,6,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005197S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005197S,N/A,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,11,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005198S,"Georgia, USA",N/A,N/A,N/A,,GF01005198S,N/A,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,7,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005199S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005199S,N/A,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,9,2,88.88888889,88.88888889,,,2,1.417411,,,,,,,,,,,,,,,,,,,,
GF01005200S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005200S,N/A,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,7,2,85.71428571,85.71428571,,,2,1.506993,,,,,,,,,,,,,,,,,,,,
GF01005201S,"Georgia, USA",N/A,N/A,N/A,,GF01005201S,N/A,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,2,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005202S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005202S,N/A,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,6,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005203S,"Georgia, USA",N/A,N/A,N/A,,GF01005203S,N/A,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,6,3,66.66666667,66.66666667,,,3,2.381102,,,,,,,,,,,,,,,,,,,,
GF01005204S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005204S,N/A,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,6,2,83.33333333,83.33333333,,,2,1.569193,,,,,,,,,,,,,,,,,,,,
GF01005205S,"Georgia, USA",N/A,N/A,N/A,,GF01005205S,N/A,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,5,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005206S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005206S,N/A,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,7,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005207S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005207S,N/A,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,10,2,90,90,,,2,1.384145,,,,,,,,,,,,,,,,,,,,
GF01005208S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005208S,N/A,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,6,2,83.33333333,83.33333333,,,2,1.569193,,,,,,,,,,,,,,,,,,,,
GF01005209S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005209S,N/A,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,6,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005210S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005210S,N/A,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,11,2,72.72727273,72.72727273,,,2,1.796702,,,,,,,,,,,,,,,,,,,,
GF01005211S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005211S,N/A,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,root,8,3,62.5,62.5,,,3,2.460233,,,,,,,,,,,,,,,,,,,,
GF01005212S,"Georgia, USA",N/A,N/A,N/A,,GF01005212S,N/A,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,7,3,71.42857143,71.42857143,,,3,2.217347,,,,,,,,,,,,,,,,,,,,
GF01005213S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005213S,N/A,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,4,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005214S,"Georgia, USA",N/A,N/A,N/A,,GF01005214S,N/A,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,4,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005215S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005215S,N/A,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,5,3,60,60,,,3,2.586409,,,,,,,,,,,,,,,,,,,,
GF01005216S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005216S,N/A,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,6,3,66.66666667,66.66666667,,,3,2.381102,,,,,,,,,,,,,,,,,,,,
GF01005217S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005217S,N/A,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,12,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005218S,"Georgia, USA",N/A,N/A,N/A,,GF01005218S,N/A,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,7,2,85.71428571,85.71428571,,,2,1.506993,,,,,,,,,,,,,,,,,,,,
GF01005219S,"Georgia, USA",N/A,N/A,N/A,,GF01005219S,N/A,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,5,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005220S,"Georgia, USA",N/A,N/A,N/A,,GF01005220S,N/A,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,8,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005221S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005221S,N/A,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,10,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005222S,"Georgia, USA",N/A,N/A,N/A,,GF01005222S,N/A,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,9,3,55.55555556,55.55555556,,,3,2.552028,,,,,,,,,,,,,,,,,,,,
GF01005223S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005223S,N/A,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,4,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005224S,"Georgia, USA",N/A,N/A,N/A,,GF01005224S,N/A,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,3,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005225S,"Georgia, USA",N/A,N/A,N/A,,GF01005225S,N/A,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,7,2,85.71428571,85.71428571,,,2,1.506993,,,,,,,,,,,,,,,,,,,,
GF01005226S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005226S,N/A,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,6,2,83.33333333,83.33333333,,,2,1.569193,,,,,,,,,,,,,,,,,,,,
GF01005227S,"Georgia, USA",N/A,N/A,N/A,,GF01005227S,N/A,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,4,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005228S,"Georgia, USA",N/A,N/A,N/A,,GF01005228S,N/A,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,4,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005229S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005229S,N/A,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,8,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005230S,"Georgia, USA",N/A,N/A,N/A,,GF01005230S,N/A,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,8,2,87.5,87.5,,,2,1.457569,,,,,,,,,,,,,,,,,,,,
GF01005231S,"Georgia, USA",N/A,N/A,N/A,,GF01005231S,N/A,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,5,2,60,60,,,2,1.960132,,,,,,,,,,,,,,,,,,,,
GF01005232S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005232S,N/A,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,8,2,62.5,62.5,,,2,1.937819,,,,,,,,,,,,,,,,,,,,
GF01005233S,"Georgia, USA",N/A,N/A,N/A,,GF01005233S,N/A,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,10,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005234S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005234S,N/A,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,9,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005235S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005235S,N/A,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,6,3,66.66666667,66.66666667,,,3,2.381102,,,,,,,,,,,,,,,,,,,,
GF01005236S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005236S,N/A,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,9,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005237S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005237S,N/A,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,15,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005238S,"Georgia, USA",N/A,N/A,N/A,,GF01005238S,N/A,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,7,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005239S,"Georgia, USA",N/A,N/A,N/A,,GF01005239S,N/A,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,7,3,71.42857143,71.42857143,,,3,2.217347,,,,,,,,,,,,,,,,,,,,
GF01005240S,"Georgia, USA",N/A,N/A,N/A,,GF01005240S,N/A,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,6,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005241S,"Georgia, USA",N/A,N/A,N/A,,GF01005241S,N/A,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,root,7,2,85.71428571,85.71428571,,,2,1.506993,,,,,,,,,,,,,,,,,,,,
GF01005242S,"Georgia, USA",N/A,N/A,N/A,,GF01005242S,N/A,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,9,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005243S,"Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01005243S,N/A,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,6,1,100,100,,,1,1,,,,,,,,,,,,,,,,,,,,
GF01005244S,"Georgia, USA",N/A,N/A,N/A,,GF01005244S,N/A,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,11,2,81.81818182,81.81818182,,,2,1.606631,,,,,,,,,,,,,,,,,,,,
