"","new.ID","PermanentID","sequencing_platform","NEF.dataset"
"712","NEF_GloFung-its1_537_2020","GF04007390S","PacBio","ITS_both"
"713","NEF_GloFung-its1_551_2020","GF04007389S","PacBio","ITS_both"
"714","NEF_GloFung-its1_536_2020","GF04007388S","PacBio","ITS_both"
"715","NEF_GloFung-its1_455_2020","GF04007387S","PacBio","ITS_both"
"716","NEF_GloFung-its1_447_2020","GF04007386S","PacBio","ITS_both"
"717","NEF_GloFung-its1_552_2020","GF04007385S","PacBio","ITS_both"
"718","NEF_GloFung-its1_553_2020","GF04007384S","PacBio","ITS_both"
"719","NEF_GloFung-its1_536_2020","GF04007383S","PacBio","ITS_both"
"720","NEF_GloFung-its1_554_2020","GF04007382S","PacBio","ITS_both"
"721","NEF_GloFung-its1_541_2020","GF04007381S","PacBio","ITS_both"
"722","NEF_GloFung-its1_555_2020","GF04007380S","PacBio","ITS_both"
"723","NEF_GloFung-its1_544_2020","GF04007379S","PacBio","ITS_both"
"724","NEF_GloFung-its1_539_2020","GF04007378S","PacBio","ITS_both"
"725","NEF_GloFung-its1_556_2020","GF04007377S","PacBio","ITS_both"
"726","NEF_GloFung-its1_557_2020","GF04007376S","PacBio","ITS_both"
"727","NEF_GloFung-its1_557_2020","GF04007375S","PacBio","ITS_both"
"728","NEF_GloFung-its1_540_2020","GF04007374S","PacBio","ITS_both"
"729","NEF_GloFung-its1_558_2020","GF04007373S","PacBio","ITS_both"
"730","NEF_GloFung-its1_554_2020","GF04007372S","PacBio","ITS_both"
"731","NEF_GloFung-its1_542_2020","GF04007371S","PacBio","ITS_both"
"732","NEF_GloFung-its1_549_2020","GF04007370S","PacBio","ITS_both"
"733","NEF_GloFung-its1_550_2020","GF04007369S","PacBio","ITS_both"
"734","NEF_GloFung-its1_551_2020","GF04007368S","PacBio","ITS_both"
"735","NEF_GloFung-its1_526_2020","GF04007367S","PacBio","ITS_both"
"736","NEF_GloFung-its1_555_2020","GF04007366S","PacBio","ITS_both"
"737","NEF_GloFung-its1_548_2020","GF04007365S","PacBio","ITS_both"
"738","NEF_GloFung-its1_535_2020","GF04007364S","PacBio","ITS_both"
"739","NEF_GloFung-its1_545_2020","GF04007363S","PacBio","ITS_both"
"740","NEF_GloFung-its1_527_2020","GF04007362S","PacBio","ITS_both"
"741","NEF_GloFung-its1_529_2020","GF04007361S","PacBio","ITS_both"
"742","NEF_GloFung-its1_530_2020","GF04007360S","PacBio","ITS_both"
"743","NEF_GloFung-its1_552_2020","GF04007359S","PacBio","ITS_both"
"744","NEF_GloFung-its1_559_2020","GF04007358S","PacBio","ITS_both"
"745","NEF_GloFung-its1_559_2020","GF04007357S","PacBio","ITS_both"
"746","NEF_GloFung-its1_558_2020","GF04007356S","PacBio","ITS_both"
"747","NEF_GloFung-its1_556_2020","GF04007355S","PacBio","ITS_both"
"748","NEF_GloFung-its1_560_2020","GF04007354S","PacBio","ITS_both"
